,name,normal_assignment,assignment,state_var_normal_assignment,state_var_assign,if,loop,var_definition,emit,guarantee,function_call,rhs_msgsender,owner_is_msgsender,lhs_balance_assign,lhs_balance_owner_assign,is_constructor,visibility,modifier_names,is_called
0,totalSupply,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,default,[],False
1,balanceOf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,default,[],False
2,transfer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,default,[],False
3,transferFrom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,default,[],False
4,approve,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,default,[],False
5,allowance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,default,[],False
6,transfer,0,2,0,2,1,0,0,0,0,1,0,0,0,0,False,default,[],False
7,transferFrom,0,3,0,2,1,0,0,0,0,1,0,0,0,0,False,default,[],False
8,balanceOf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,default,[],False
9,approve,1,1,0,0,0,0,0,0,0,1,0,0,0,0,False,default,[],False
10,allowance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,default,[],False
11,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,default,[],False
12,AditusToken,5,5,3,3,0,0,0,0,0,0,0,0,1,1,True,default,[],False
13,approveAndCall,1,1,0,0,1,0,0,0,0,1,0,0,0,0,False,default,[],False
14,mul,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,internal,[],False
15,div,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,internal,[],False
16,sub,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,internal,[],False
17,add,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,internal,[],False
18,balanceOf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,public,[],False
19,transfer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,public,[],False
20,,1,1,1,1,0,0,0,0,0,0,1,1,0,0,True,public,[],False
21,transferOwnership,1,1,1,1,0,0,0,1,1,0,0,0,0,0,False,public,['onlyOwner'],False
22,,2,2,2,2,0,0,0,0,0,0,0,0,0,0,True,public,[],False
23,tokenBalance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,public,[],False
24,lock,3,3,3,3,0,0,0,0,2,0,0,0,0,0,False,public,['onlyOwner'],False
25,lockOver,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,public,[],False
26,release,1,1,1,1,0,0,0,1,3,0,0,0,0,0,False,public,['onlyOwner'],False
27,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,True,public,[],False
28,setNS,1,1,1,1,1,0,0,0,0,0,0,0,0,0,False,public,[],False
29,receiveApproval,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,public,[],False
30,EasyTravel,4,4,4,4,0,0,0,0,0,0,0,0,1,1,True,public,[],False
31,_transfer,0,2,0,2,0,0,0,0,4,1,0,0,0,0,False,internal,[],True
32,transfer,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,public,[],False
33,transferFrom,0,1,0,0,0,0,0,0,1,1,0,0,0,0,False,public,[],False
34,approve,1,1,0,0,0,0,0,0,0,0,0,0,0,0,False,public,[],False
35,approveAndCall,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False,public,[],False
36,burn,0,2,0,2,0,0,0,0,1,1,0,0,0,0,False,public,[],False
37,burnFrom,0,3,0,2,0,0,0,0,2,1,0,0,0,0,False,public,[],False
38,add,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,internal,[],False
39,sub,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,internal,[],False
40,mul,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,internal,[],False
41,div,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,internal,[],False
42,min,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,internal,[],False
43,max,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,internal,[],False
44,madd,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,internal,[],False
45,msub,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,internal,[],False
46,mmul,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,internal,[],False
47,mdiv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,internal,[],False
48,mmin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,internal,[],False
49,mmax,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,internal,[],False
50,miadd,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,internal,[],False
51,misub,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,internal,[],False
52,mimul,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,internal,[],False
53,midiv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,internal,[],False
54,mimin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,internal,[],False
55,mimax,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,internal,[],False
56,_transfer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,internal,[],True
57,transfer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,public,[],False
58,transferFrom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,public,[],False
59,approve,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,public,[],False
60,approveAndCall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,public,[],False
61,burn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,public,[],False
62,burnFrom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,public,[],False
63,receiveApproval,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,public,[],False
64,LockUtils,1,1,1,1,0,0,0,0,0,0,0,0,0,0,True,public,[],False
65,getLockWFee,0,0,0,0,6,0,0,0,0,0,0,0,0,0,False,public,[],False
66,WFee,3,3,3,3,0,0,0,0,0,0,0,0,1,1,True,public,[],False
67,_transfer,0,2,0,2,0,0,0,0,4,1,0,0,0,0,False,internal,[],True
68,transfer,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,public,[],False
69,transferFrom,0,1,0,0,0,0,0,0,1,1,0,0,0,0,False,public,[],False
70,approve,1,1,0,0,0,0,0,0,0,0,0,0,0,0,False,public,[],False
71,approveAndCall,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False,public,[],False
72,burn,0,2,0,2,0,0,0,0,1,1,0,0,0,0,False,public,[],False
73,burnFrom,0,3,0,2,0,0,0,0,2,1,0,0,0,0,False,public,[],False
74,totalSupply,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,default,[],False
75,balanceOf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,default,[],False
76,transfer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,default,[],False
77,transferFrom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,default,[],False
78,approve,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,default,[],False
79,allowance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,default,[],False
80,Owned,1,1,1,1,0,0,0,0,0,0,1,1,0,0,True,default,[],False
81,transferOwnership,1,1,1,1,0,0,0,0,0,1,0,0,0,0,False,default,['onlyOwner'],False
82,TokenTrader,6,6,6,6,0,0,0,0,0,1,0,0,0,0,True,default,[],False
83,activate,2,2,2,2,0,0,0,0,0,1,0,0,0,0,False,default,['onlyOwner'],False
84,makerDepositEther,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,default,['onlyOwnerOrTokenTraderWithSameOwner'],False
85,makerWithdrawAsset,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,default,['onlyOwner'],False
86,makerTransferAsset,0,0,0,0,1,0,0,0,0,1,0,0,0,0,False,default,['onlyOwner'],False
87,makerWithdrawERC20Token,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,default,['onlyOwner'],False
88,makerWithdrawEther,0,0,0,0,1,0,0,0,0,1,0,0,0,0,False,default,['onlyOwner'],False
89,makerTransferEther,0,0,0,0,2,0,0,0,0,1,0,0,0,0,False,default,['onlyOwner'],False
90,takerBuyAsset,2,2,0,0,7,0,0,0,0,1,0,0,0,0,False,default,[],False
91,takerSellAsset,1,1,0,0,5,0,0,0,0,1,0,0,0,0,False,default,[],False
92,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,default,[],False
93,verify,8,8,0,0,1,0,0,0,0,0,0,0,0,0,False,default,[],False
94,createTradeContract,2,2,1,1,4,0,0,0,0,1,0,0,0,0,False,default,[],False
95,ownerWithdrawERC20Token,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,default,['onlyOwner'],False
96,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,default,[],False
97,FixedSupplyToken,5,5,5,5,0,0,0,0,0,0,0,0,1,1,True,default,[],False
98,totalSupply,1,1,0,0,0,0,0,0,0,0,0,0,0,0,False,default,[],False
99,balanceOf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,default,[],False
100,transfer,0,2,0,2,1,0,0,0,0,1,0,0,0,0,False,default,[],False
101,transferFrom,0,3,0,2,1,0,0,0,0,1,0,0,0,0,False,default,[],False
102,approve,1,1,0,0,0,0,0,0,0,1,0,0,0,0,False,default,[],False
103,allowance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,default,[],False
104,TokenToken,3,3,3,3,0,0,0,0,0,0,1,1,0,0,True,default,['FixedSupplyToken'],False
105,transferOwnership,1,1,1,1,0,0,0,0,0,1,0,0,0,0,False,default,['onlyOwner'],False
106,setPurchaseRatios,2,2,2,2,0,0,0,0,0,0,0,0,0,0,False,default,['onlyOwner'],False
107,buyPrice,1,3,0,0,0,1,0,0,0,0,0,0,0,0,False,default,[],False
108,sellPrice,1,3,0,0,0,1,0,0,0,0,0,0,0,0,False,default,[],False
109,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,default,[],False
110,buy,1,5,0,1,0,1,0,0,0,1,0,0,0,0,False,default,[],True
111,sell,2,7,0,1,1,1,0,0,0,1,0,0,0,0,False,default,[],False
112,breakdown,1,5,0,1,1,1,0,0,0,1,0,0,0,0,False,default,[],False
113,rebalance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,default,['onlyOwner'],False
114,kill,0,0,0,0,1,0,0,0,0,1,0,0,0,0,False,default,[],False
115,mul,0,0,0,0,1,0,0,0,1,0,0,0,0,0,False,internal,[],False
116,div,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,internal,[],False
117,sub,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,internal,[],False
118,add,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,internal,[],False
119,mod,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,internal,[],False
120,add,1,1,0,0,0,0,0,0,2,0,0,0,0,0,False,internal,[],False
121,remove,1,1,0,0,0,0,0,0,2,0,0,0,0,0,False,internal,[],False
122,has,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,internal,[],False
123,totalSupply,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,external,[],False
124,balanceOf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,external,[],False
125,allowance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,external,[],False
126,transfer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,external,[],False
127,approve,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,external,[],False
128,transferFrom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,external,[],False
129,,6,6,6,6,0,0,0,1,0,1,0,0,1,1,True,public,[],False
130,paused,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,public,[],False
131,pause,1,1,1,1,0,0,0,1,0,0,0,0,0,0,False,public,"['onlyPauser', 'whenNotPaused']",False
132,unpause,1,1,1,1,0,0,0,1,0,0,0,0,0,0,False,public,"['onlyPauser', 'whenPaused']",False
133,isPauser,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,public,[],False
134,addPauser,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,public,['onlyPauser'],False
135,renouncePauser,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,public,[],False
136,_addPauser,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,internal,[],True
137,_removePauser,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,internal,[],True
138,name,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,public,[],False
139,symbol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,public,[],False
140,decimals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,public,[],False
141,totalSupply,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,public,[],False
142,balanceOf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,public,[],False
143,allowance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,public,[],False
144,transfer,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,public,['whenNotPaused'],False
145,approve,1,1,0,0,0,0,0,1,1,0,0,0,0,0,False,public,['whenNotPaused'],False
146,transferFrom,1,1,0,0,0,0,0,0,1,1,0,0,0,0,False,public,['whenNotPaused'],False
147,increaseAllowance,1,1,0,0,0,0,0,1,1,0,0,0,0,0,False,public,['whenNotPaused'],False
148,decreaseAllowance,1,1,0,0,0,0,0,1,1,0,0,0,0,0,False,public,['whenNotPaused'],False
149,_transfer,2,2,2,2,0,0,0,1,2,0,0,0,2,0,False,internal,[],True
150,receiveApproval,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,public,[],False
151,proxyPayment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,public,[],False
152,onTransfer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,public,[],False
153,onApprove,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,public,[],False
154,Controlled,1,1,1,1,0,0,0,0,0,0,1,0,0,0,True,public,[],False
155,changeController,1,1,1,1,0,0,0,0,0,0,0,0,0,0,False,public,['onlyController'],False
156,WizzleGlobalToken,8,8,8,8,0,0,0,0,0,0,0,0,0,0,True,public,[],False
157,transfer,0,0,0,0,0,0,0,0,1,1,0,0,0,0,False,public,[],False
158,transferFrom,0,1,0,0,1,0,0,0,2,1,0,0,0,0,False,public,[],False
159,doTransfer,0,0,0,0,2,0,0,0,5,4,0,0,0,0,False,internal,[],False
160,balanceOf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,public,[],False
161,approve,1,1,0,0,1,0,0,0,3,1,0,0,0,0,False,public,[],False
162,allowance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,public,[],False
163,approveAndCall,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,public,[],False
164,totalSupply,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,public,[],False
165,balanceOfAt,0,0,0,0,2,0,0,0,0,0,0,0,0,0,False,public,[],False
166,totalSupplyAt,0,0,0,0,2,0,0,0,0,0,0,0,0,0,False,public,[],False
167,createCloneToken,1,1,0,0,1,0,0,0,0,1,0,0,0,0,False,public,[],False
168,generateTokens,0,0,0,0,0,0,0,0,2,3,0,0,0,0,False,public,['onlyController'],False
169,enableTransfers,1,1,1,1,0,0,0,0,0,0,0,0,0,0,False,public,['onlyController'],False
170,getValueAt,2,2,0,0,4,1,0,0,0,0,0,0,0,0,False,internal,[],False
171,updateValueAtNow,3,3,0,0,1,0,0,0,0,0,0,0,0,0,False,internal,[],False
172,isContract,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False,internal,[],False
173,min,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,internal,[],False
174,,0,0,0,0,0,0,0,0,2,0,0,0,0,0,False,public,[],False
175,claimTokens,0,0,0,0,1,0,0,0,0,1,0,0,0,0,False,public,['onlyController'],False
176,createCloneToken,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,public,[],False
177,mul,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,internal,[],False
178,div,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,internal,[],False
179,sub,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,internal,[],False
180,add,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,internal,[],False
181,transfer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,default,[],False
182,Crowdsale,3,3,3,3,0,0,0,0,0,0,0,0,0,0,True,default,[],False
183,startSale,3,3,3,3,1,0,0,0,0,0,0,0,0,0,False,default,[],False
184,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,default,[],False
185,buyTokens,1,4,1,1,2,0,0,0,2,2,0,0,0,0,False,default,[],True
186,forwardFunds,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False,internal,[],True
187,validPurchase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,internal,[],False
188,hasEnded,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,public,[],False
189,withdrawTokens,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False,default,[],False
190,mul,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,internal,[],False
191,div,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,internal,[],False
192,sub,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,internal,[],False
193,add,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,internal,[],False
194,Ownable,1,1,1,1,0,0,0,0,0,0,1,1,0,0,True,public,[],False
195,transferOwnership,1,1,1,1,0,0,0,0,1,1,0,0,0,0,False,public,['onlyOwner'],False
196,balanceOf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,public,[],False
197,transfer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,public,[],False
198,allowance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,public,[],False
199,transferFrom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,public,[],False
200,approve,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,public,[],False
201,pause,1,1,1,1,0,0,0,0,0,1,0,0,0,0,False,public,"['onlyOwner', 'whenNotPaused']",False
202,unpause,1,1,1,1,0,0,0,0,0,1,0,0,0,0,False,public,"['onlyOwner', 'whenPaused']",False
203,transfer,2,2,2,2,0,0,0,0,2,1,0,0,2,1,False,public,['whenNotPaused'],False
204,transferFrom,3,3,2,2,0,0,0,0,2,1,0,0,2,0,False,public,['whenNotPaused'],False
205,balanceOf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,public,[],False
206,approve,1,1,0,0,0,0,0,0,0,1,0,0,0,0,False,public,[],False
207,allowance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,public,[],False
208,LgcToken,2,2,0,0,0,0,0,0,0,0,0,0,1,1,True,public,[],False
209,withdrawSelfToken,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False,public,[],False
210,close,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,public,['onlyOwner'],False
211,balanceOf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,public,[],False
212,transfer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,public,[],False
213,transfer,2,2,2,2,0,0,0,0,1,1,0,0,2,1,False,public,[],False
214,balanceOf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,public,[],False
215,allowance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,public,[],False
216,transferFrom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,public,[],False
217,approve,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,public,[],False
218,transferFrom,3,3,0,0,0,0,0,0,1,1,0,0,2,0,False,public,[],False
219,approve,1,1,0,0,0,0,0,0,0,1,0,0,0,0,False,public,[],False
220,allowance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,public,[],False
221,increaseApproval,1,1,0,0,0,0,0,0,0,1,0,0,0,0,False,default,[],False
222,decreaseApproval,2,2,0,0,1,0,0,0,0,1,0,0,0,0,False,default,[],False
223,Ownable,1,1,1,1,0,0,0,0,0,0,1,1,0,0,True,default,[],False
224,transferOwnership,1,1,1,1,0,0,0,0,1,1,0,0,0,0,False,public,['onlyOwner'],False
225,setContactInformation,1,1,1,1,0,0,0,0,0,0,0,0,0,0,False,public,['onlyOwner'],False
226,pause,1,1,1,1,0,0,0,0,0,1,0,0,0,0,False,public,"['onlyOwner', 'whenNotPaused']",False
227,unpause,1,1,1,1,0,0,0,0,0,1,0,0,0,0,False,public,"['onlyOwner', 'whenPaused']",False
228,mul,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,internal,[],False
229,div,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,internal,[],False
230,sub,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,internal,[],False
231,add,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,internal,[],False
232,handleRefundRequest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,external,[],False
233,LOCIcoin,3,3,0,0,0,0,0,0,0,0,0,0,1,1,True,public,[],False
234,approve,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,public,"['onlyIfTokenActiveOrOverride', 'onlyIfValidAddress']",False
235,transfer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,public,"['onlyIfTokenActiveOrOverride', 'onlyIfValidAddress']",False
236,ownerSetOverride,1,1,1,1,0,0,0,0,0,0,0,0,0,0,False,external,['onlyOwner'],False
237,ownerSetVisible,2,2,2,2,0,0,0,0,0,0,0,0,0,0,False,external,"['onlyOwner', 'onlyIfTokenInactive']",False
238,ownerActivateToken,1,1,1,1,0,0,0,0,1,1,0,0,0,0,False,external,"['onlyOwner', 'onlyIfTokenInactive']",False
239,claimRefund,2,2,0,0,0,0,0,0,1,1,0,0,2,2,False,external,[],False
240,LOCIsale,13,15,12,12,0,1,0,0,4,0,0,0,0,0,True,public,[],False
241,determineDiscountTranche,9,9,1,1,6,1,0,0,0,0,0,0,0,0,False,internal,[],False
242,,12,12,4,4,10,0,0,0,7,1,0,0,0,0,False,public,['whenNotPaused'],False
243,ownerTopUp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,external,[],False
244,setReservedTokens,1,1,1,1,0,0,0,0,0,0,0,0,0,0,False,public,['onlyOwner'],False
245,pegETHUSD,1,1,1,1,0,0,0,0,0,1,0,0,0,0,False,public,['onlyOwner'],False
246,setHardCap,1,1,1,1,0,0,0,0,0,0,0,0,0,0,False,public,['onlyOwner'],False
247,peggedETHUSD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,public,['onlyOwner'],False
248,hardCapETHInWeiValue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,public,['onlyOwner'],False
249,weiRaisedDuringRound,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,public,['onlyOwner'],False
250,tokensRaisedDuringRound,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,public,['onlyOwner'],False
251,weiRaisedAfterDiscountRounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,public,['onlyOwner'],False
252,totalWeiRaised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,public,['onlyOwner'],False
253,setStartingTokensAmount,1,1,1,1,0,0,0,0,0,0,0,0,0,0,False,public,['onlyOwner'],False
254,ownerEnableRefunds,2,2,2,2,0,0,0,0,2,1,0,0,0,0,False,external,['onlyOwner'],False
255,ownerTransferWei,0,0,0,0,0,0,0,0,3,0,0,0,0,0,False,external,['onlyOwner'],False
256,ownerRecoverTokens,0,0,0,0,1,0,0,0,3,0,0,0,0,0,False,external,['onlyOwner'],False
257,handleRefundRequest,2,2,1,1,1,0,0,0,4,1,0,0,0,0,False,external,[],False
258,Owned,1,1,1,1,0,0,0,0,0,0,1,1,0,0,True,default,[],False
259,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,public,[],False
260,deposit,0,0,0,0,0,0,0,0,1,1,0,0,0,0,False,public,[],True
261,setEmergencyCode,2,2,2,2,0,0,0,0,0,0,0,0,0,0,False,public,['onlyOwner'],False
262,useEmergencyCode,1,1,1,1,1,0,0,0,0,0,1,1,0,0,False,public,[],False
263,withdraw,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,public,['onlyOwner'],False
264,_transfer,0,2,0,2,0,0,0,0,4,1,0,0,0,0,False,internal,[],False
265,transfer,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,public,[],False
266,transferFrom,0,1,0,0,0,0,0,0,1,1,0,0,0,0,False,public,[],False
267,approve,1,1,0,0,0,0,0,0,0,1,0,0,0,0,False,public,[],False
268,airdrop,0,1,0,1,1,0,0,0,3,2,0,0,0,0,False,public,[],True
269,ico,0,0,0,0,1,0,0,0,2,2,0,0,0,0,False,public,[],True
270,withdraw,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,public,[],False
271,DogecoinPrivate,15,15,0,0,0,0,0,0,0,1,0,0,1,0,True,public,[],False
272,,0,0,0,0,1,0,0,0,0,2,0,0,0,0,False,public,[],False
273,totalSupply,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,public,[],False
274,balanceOf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,public,[],False
275,transfer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,public,[],False
276,mul,1,1,0,0,1,0,0,0,1,0,0,0,0,0,False,internal,[],False
277,div,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,internal,[],False
278,sub,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,internal,[],False
279,add,1,1,0,0,0,0,0,0,1,0,0,0,0,0,False,internal,[],False
280,totalSupply,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,public,[],False
281,transfer,2,2,2,2,0,0,0,1,2,0,0,0,2,1,False,public,[],False
282,balanceOf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,public,[],False
283,allowance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,public,[],False
284,transferFrom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,public,[],False
285,approve,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,public,[],False
286,transferFrom,3,3,0,0,0,0,0,1,3,0,0,0,2,0,False,public,[],False
287,approve,1,1,0,0,0,0,0,1,0,0,0,0,0,0,False,public,[],False
288,allowance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,public,[],False
289,increaseApproval,1,1,0,0,0,0,0,1,0,0,0,0,0,0,False,public,[],False
290,decreaseApproval,2,2,0,0,1,0,0,1,0,0,0,0,0,0,False,public,[],False
291,tokenFallback,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,public,[],False
292,transferFrom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,public,[],False
293,transferFrom,1,1,0,0,1,0,0,0,1,0,0,0,0,0,False,public,[],False
294,transfer,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False,public,[],False
295,transfer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,public,[],False
296,isContract,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,internal,[],False
297,moveTokens,2,2,0,0,1,0,0,0,1,0,0,0,2,0,False,internal,[],False
298,transferToAddress,0,0,0,0,0,0,0,2,1,0,0,0,0,0,False,internal,[],False
299,transferToContract,0,0,0,0,0,0,0,2,1,0,0,0,0,0,False,internal,[],False
300,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,True,public,[],False
301,isOwner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,public,[],False
302,isMinter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,public,[],False
303,setOwner,0,0,0,0,0,0,0,0,1,1,0,0,0,0,False,public,['onlyOwner'],False
304,addMinter,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,public,['onlyOwner'],False
305,deleteMinter,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,public,['onlyOwner'],False
